cell_name	pin_name	point_x	point_y	point_bucket20	point_inside_hotspot	nearest_error_id	nearest_type	nearest_layer	nearest_cx	nearest_cy	nearest_bucket20	nearest_inside_hotspot	distance_um
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][18]	CLK	300.2880	157.2660	300-320,140-160	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	35.4496
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][22]	Q	299.6800	164.4000	280-300,160-180	no	133	Diff net spacing	M2 (13)	259.5660	168.7320	240-260,160-180	no	40.3472
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][34]	SE	260.3120	161.4785	260-280,160-180	no	132	Diff net spacing	M1 (11)	259.4840	168.6560	240-260,160-180	no	7.2251
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][34]	SE	260.3120	161.5120	260-280,160-180	no	132	Diff net spacing	M1 (11)	259.4840	168.6560	240-260,160-180	no	7.1918
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][34]	SE	260.3120	161.4952	260-280,160-180	no	132	Diff net spacing	M1 (11)	259.4840	168.6560	240-260,160-180	no	7.2085
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][36]	SE	259.7040	158.1345	240-260,140-160	no	107	Diff net spacing	M1 (11)	259.4840	148.8960	240-260,140-160	no	9.2411
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][36]	SE	259.7040	158.1680	240-260,140-160	no	107	Diff net spacing	M1 (11)	259.4840	148.8960	240-260,140-160	no	9.2746
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][36]	SE	259.7040	158.1512	240-260,140-160	no	107	Diff net spacing	M1 (11)	259.4840	148.8960	240-260,140-160	no	9.2578
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][41]	RSTB	259.7040	168.6560	240-260,160-180	no	133	Diff net spacing	M2 (13)	259.5660	168.7320	240-260,160-180	no	0.1575
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][41]	RSTB	259.7040	168.6605	240-260,160-180	no	133	Diff net spacing	M2 (13)	259.5660	168.7320	240-260,160-180	no	0.1554
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][41]	RSTB	259.7040	168.6582	240-260,160-180	no	133	Diff net spacing	M2 (13)	259.5660	168.7320	240-260,160-180	no	0.1565
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][52]	SE	299.6800	149.3520	280-300,140-160	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	27.5775
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][52]	SE	299.6800	149.3855	280-300,140-160	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	27.6110
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][52]	SE	299.6800	149.3687	280-300,140-160	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	27.5942
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][53]	RSTB	300.4400	138.8595	300-320,120-140	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	17.0576
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][53]	RSTB	300.4400	138.8640	300-320,120-140	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	17.0621
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][53]	RSTB	300.4400	138.8617	300-320,120-140	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	17.0598
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][55]	SI	299.6800	134.0000	280-300,120-140	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	12.3075
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][55]	SI	299.6800	134.0375	280-300,120-140	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	12.3446
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][55]	SI	299.6800	134.0187	280-300,120-140	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	12.3260
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][55]	CLK	300.2880	133.8480	300-320,120-140	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	12.0773
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][55]	CLK	300.2880	133.8680	300-320,120-140	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	12.0972
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][55]	CLK	300.2880	133.8580	300-320,120-140	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	12.0872
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][19]	SI	299.6800	190.2025	280-300,180-200	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	39.7079
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][19]	SI	299.6800	190.2400	280-300,180-200	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	39.6707
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][19]	SI	299.6800	190.2212	280-300,180-200	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	39.6893
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][19]	CLK	300.2880	190.3720	300-320,180-200	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	39.6195
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][19]	CLK	300.2880	190.3920	300-320,180-200	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	39.5997
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][19]	CLK	300.2880	190.3820	300-320,180-200	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	39.6096
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][25]	Q	300.2880	183.2480	300-320,180-200	no	133	Diff net spacing	M2 (13)	259.5660	168.7320	240-260,160-180	no	43.2319
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][57]	RSTB	300.2880	121.8400	300-320,120-140	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	1.2920
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][57]	RSTB	300.2880	121.8445	300-320,120-140	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	1.2920
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][57]	RSTB	300.2880	121.8422	300-320,120-140	no	83	Short	M1 (11)	301.5800	121.8400	300-320,120-140	no	1.2920
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][59]	CLK	279.6160	123.8160	260-280,120-140	no	58	Off-grid	VIA1 (12)	290.5580	106.0320	280-300,100-120	no	20.8806
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][59]	CLK	279.6160	123.8260	260-280,120-140	no	58	Off-grid	VIA1 (12)	290.5580	106.0320	280-300,100-120	no	20.8891
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][4]	Q	259.7040	216.6880	240-260,200-220	yes	186	Needs fat contact	M1 (11)-M2 (13)	260.7680	223.0720	260-280,220-240	yes	6.4721
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][10]	Q	259.7040	211.2160	240-260,200-220	yes	186	Needs fat contact	M1 (11)-M2 (13)	260.7680	223.0720	260-280,220-240	yes	11.9036
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][11]	SE	260.3120	214.9825	260-280,200-220	yes	186	Needs fat contact	M1 (11)-M2 (13)	260.7680	223.0720	260-280,220-240	yes	8.1023
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][11]	SE	260.3120	215.0160	260-280,200-220	yes	186	Needs fat contact	M1 (11)-M2 (13)	260.7680	223.0720	260-280,220-240	yes	8.0689
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][11]	SE	260.3120	214.9992	260-280,200-220	yes	186	Needs fat contact	M1 (11)-M2 (13)	260.7680	223.0720	260-280,220-240	yes	8.0857
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][24]	SE	299.6800	198.2625	280-300,180-200	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	31.7248
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][24]	SE	299.6800	198.2960	280-300,180-200	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	31.6917
u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][24]	SE	299.6800	198.2792	280-300,180-200	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	31.7083
u_core/core_i/cs_registers_i/mstatus_q_reg[mie]	RSTB	199.6640	88.4000	180-200,080-100	no	30	Diff net spacing	M1 (11)	197.3840	81.3195	180-200,080-100	no	7.4385
u_core/core_i/cs_registers_i/mstatus_q_reg[mie]	RSTB	199.6640	88.4045	180-200,080-100	no	30	Diff net spacing	M1 (11)	197.3840	81.3195	180-200,080-100	no	7.4428
u_core/core_i/cs_registers_i/mstatus_q_reg[mie]	RSTB	199.6640	88.4022	180-200,080-100	no	30	Diff net spacing	M1 (11)	197.3840	81.3195	180-200,080-100	no	7.4406
u_core/core_i/cs_registers_i/depc_q_reg[17]	RSTB	259.5520	68.6355	240-260,060-080	no	10	Diff net spacing	M1 (11)	259.4840	45.2320	240-260,040-060	no	23.4036
u_core/core_i/cs_registers_i/depc_q_reg[17]	RSTB	259.5520	68.6400	240-260,060-080	no	10	Diff net spacing	M1 (11)	259.4840	45.2320	240-260,040-060	no	23.4081
u_core/core_i/cs_registers_i/depc_q_reg[17]	RSTB	259.5520	68.6377	240-260,060-080	no	10	Diff net spacing	M1 (11)	259.4840	45.2320	240-260,040-060	no	23.4058
u_core/core_i/cs_registers_i/mie_q_reg[22]	CLK	220.3360	153.5880	220-240,140-160	no	118	Off-grid	VIA1 (12)	218.3330	162.8800	200-220,160-180	no	9.5054
u_core/core_i/cs_registers_i/mie_q_reg[22]	CLK	220.3360	153.6080	220-240,140-160	no	118	Off-grid	VIA1 (12)	218.3330	162.8800	200-220,160-180	no	9.4859
u_core/core_i/cs_registers_i/mie_q_reg[22]	CLK	220.3360	153.5980	220-240,140-160	no	118	Off-grid	VIA1 (12)	218.3330	162.8800	200-220,160-180	no	9.4957
u_core/core_i/ex_stage_i/alu_i/alu_div_i/BReg_DP_reg[23]	RSTB	259.5520	279.3075	240-260,260-280	no	377	Diff net spacing	M1 (11)	260.6160	281.9595	260-280,280-300	no	2.8575
u_core/core_i/ex_stage_i/alu_i/alu_div_i/BReg_DP_reg[23]	RSTB	259.5520	279.3120	240-260,260-280	no	377	Diff net spacing	M1 (11)	260.6160	281.9595	260-280,280-300	no	2.8533
u_core/core_i/ex_stage_i/alu_i/alu_div_i/BReg_DP_reg[23]	RSTB	259.5520	279.3097	240-260,260-280	no	377	Diff net spacing	M1 (11)	260.6160	281.9595	260-280,280-300	no	2.8554
u_core/core_i/ex_stage_i/alu_i/alu_div_i/AReg_DP_reg[24]	SI	259.7040	253.7385	240-260,240-260	yes	274	Needs fat contact	M1 (11)-M2 (13)	257.8800	249.8240	240-260,240-260	yes	4.3186
u_core/core_i/ex_stage_i/alu_i/alu_div_i/AReg_DP_reg[24]	SI	259.7040	253.7760	240-260,240-260	yes	274	Needs fat contact	M1 (11)-M2 (13)	257.8800	249.8240	240-260,240-260	yes	4.3526
u_core/core_i/ex_stage_i/alu_i/alu_div_i/AReg_DP_reg[24]	SI	259.7040	253.7572	240-260,240-260	yes	274	Needs fat contact	M1 (11)-M2 (13)	257.8800	249.8240	240-260,240-260	yes	4.3356
u_core/core_i/ex_stage_i/alu_i/alu_div_i/AReg_DP_reg[24]	CLK	260.3120	253.9080	260-280,240-260	yes	274	Needs fat contact	M1 (11)-M2 (13)	257.8800	249.8240	240-260,240-260	yes	4.7533
u_core/core_i/ex_stage_i/alu_i/alu_div_i/AReg_DP_reg[24]	CLK	260.3120	253.9280	260-280,240-260	yes	274	Needs fat contact	M1 (11)-M2 (13)	257.8800	249.8240	240-260,240-260	yes	4.7705
u_core/core_i/ex_stage_i/alu_i/alu_div_i/AReg_DP_reg[24]	CLK	260.3120	253.9180	260-280,240-260	yes	274	Needs fat contact	M1 (11)-M2 (13)	257.8800	249.8240	240-260,240-260	yes	4.7619
u_core/core_i/if_stage_i/aligner_i/state_reg[0]	SE	300.2880	232.9520	300-320,220-240	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	6.4359
u_core/core_i/if_stage_i/aligner_i/state_reg[0]	SE	300.2880	232.9855	300-320,220-240	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	6.4534
u_core/core_i/if_stage_i/aligner_i/state_reg[0]	SE	300.2880	232.9687	300-320,220-240	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	6.4446
u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/status_cnt_q_reg[0]	RSTB	299.5280	101.7760	280-300,100-120	no	58	Off-grid	VIA1 (12)	290.5580	106.0320	280-300,100-120	no	9.9285
u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/status_cnt_q_reg[0]	RSTB	299.5280	101.7805	280-300,100-120	no	58	Off-grid	VIA1 (12)	290.5580	106.0320	280-300,100-120	no	9.9265
u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/status_cnt_q_reg[0]	RSTB	299.5280	101.7782	280-300,100-120	no	58	Off-grid	VIA1 (12)	290.5580	106.0320	280-300,100-120	no	9.9275
u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/cnt_q_reg[0]	QN	299.6800	87.3360	280-300,080-100	no	48	Diff net spacing	M1 (11)	294.5120	91.3515	280-300,080-100	no	6.5447
u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/cnt_q_reg[1]	RSTB	299.5280	91.7440	280-300,080-100	no	48	Diff net spacing	M1 (11)	294.5120	91.3515	280-300,080-100	no	5.0313
u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/cnt_q_reg[1]	RSTB	299.5280	91.7485	280-300,080-100	no	48	Diff net spacing	M1 (11)	294.5120	91.3515	280-300,080-100	no	5.0317
u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/cnt_q_reg[1]	RSTB	299.5280	91.7462	280-300,080-100	no	48	Diff net spacing	M1 (11)	294.5120	91.3515	280-300,080-100	no	5.0315
u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/mem_q_reg[1][22]	RSTB	299.5280	302.4160	280-300,300-320	no	378	Off-grid	VIA1 (12)	282.8060	279.7680	280-300,260-280	no	28.1524
u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/mem_q_reg[1][22]	RSTB	299.5280	302.4205	280-300,300-320	no	378	Off-grid	VIA1 (12)	282.8060	279.7680	280-300,260-280	no	28.1560
u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/mem_q_reg[1][22]	RSTB	299.5280	302.4182	280-300,300-320	no	378	Off-grid	VIA1 (12)	282.8060	279.7680	280-300,260-280	no	28.1542
u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/mem_q_reg[1][26]	Q	299.6800	290.2560	280-300,280-300	no	365	Off-grid	M2 (13)	294.3580	273.0800	280-300,260-280	no	17.9816
u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/mem_q_reg[0][6]	Q	259.7040	290.2560	240-260,280-300	no	387	Diff net spacing	M1 (11)	257.8800	289.7365	240-260,280-300	no	1.8965
u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/mem_q_reg[0][12]	SE	260.3120	291.8945	260-280,280-300	no	387	Diff net spacing	M1 (11)	257.8800	289.7365	240-260,280-300	no	3.2514
u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/mem_q_reg[0][12]	SE	260.3120	291.9280	260-280,280-300	no	387	Diff net spacing	M1 (11)	257.8800	289.7365	240-260,280-300	no	3.2737
u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/mem_q_reg[0][12]	SE	260.3120	291.9112	260-280,280-300	no	387	Diff net spacing	M1 (11)	257.8800	289.7365	240-260,280-300	no	3.2625
u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/mem_q_reg[0][28]	Q	299.6800	284.7840	280-300,280-300	no	365	Off-grid	M2 (13)	294.3580	273.0800	280-300,260-280	no	12.8572
u_core/core_i/if_stage_i/aligner_i/state_reg[1]	Q	300.2880	224.5920	300-320,220-240	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	7.4431
u_core/core_i/if_stage_i/aligner_i/r_instr_h_reg[11]	RSTB	300.4400	262.5875	300-320,260-280	no	327	Diff net spacing	M1 (11)	296.4880	258.5515	280-300,240-260	no	5.6487
u_core/core_i/if_stage_i/aligner_i/r_instr_h_reg[11]	RSTB	300.4400	262.5920	300-320,260-280	no	327	Diff net spacing	M1 (11)	296.4880	258.5515	280-300,240-260	no	5.6519
u_core/core_i/if_stage_i/aligner_i/r_instr_h_reg[11]	RSTB	300.4400	262.5897	300-320,260-280	no	327	Diff net spacing	M1 (11)	296.4880	258.5515	280-300,240-260	no	5.6503
u_core/core_i/if_stage_i/aligner_i/r_instr_h_reg[12]	Q	300.2880	270.1920	300-320,260-280	no	364	Off-grid	VIA1 (12)	294.3580	273.0800	280-300,260-280	no	6.5959
u_core/core_i/if_stage_i/aligner_i/r_instr_h_reg[0]	SE	300.2880	238.3905	300-320,220-240	no	293	Off-grid	M2 (13)	303.9090	241.6160	300-320,240-260	no	4.8493
u_core/core_i/if_stage_i/aligner_i/r_instr_h_reg[0]	SE	300.2880	238.4240	300-320,220-240	no	293	Off-grid	M2 (13)	303.9090	241.6160	300-320,240-260	no	4.8271
u_core/core_i/if_stage_i/aligner_i/r_instr_h_reg[0]	SE	300.2880	238.4072	300-320,220-240	no	293	Off-grid	M2 (13)	303.9090	241.6160	300-320,240-260	no	4.8382
u_core/core_i/if_stage_i/aligner_i/r_instr_h_reg[1]	SE	300.2880	242.9840	300-320,240-260	no	293	Off-grid	M2 (13)	303.9090	241.6160	300-320,240-260	no	3.8708
u_core/core_i/if_stage_i/aligner_i/r_instr_h_reg[1]	SE	300.2880	243.0175	300-320,240-260	no	293	Off-grid	M2 (13)	303.9090	241.6160	300-320,240-260	no	3.8828
u_core/core_i/if_stage_i/aligner_i/r_instr_h_reg[1]	SE	300.2880	243.0007	300-320,240-260	no	293	Off-grid	M2 (13)	303.9090	241.6160	300-320,240-260	no	3.8767
u_core/core_i/if_stage_i/instr_rdata_id_o_reg[1]	Q	300.2880	234.6240	300-320,220-240	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	7.4431
u_core/core_i/if_stage_i/instr_rdata_id_o_reg[0]	QN	299.6800	233.5600	280-300,220-240	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	6.2881
u_core/core_i/if_stage_i/aligner_i/pc_q_reg[14]	SE	259.7040	24.3745	240-260,020-040	no	11	Diff net spacing	M2 (13)	259.5660	45.1560	240-260,040-060	no	20.7820
u_core/core_i/if_stage_i/aligner_i/pc_q_reg[14]	SE	259.7040	24.4080	240-260,020-040	no	11	Diff net spacing	M2 (13)	259.5660	45.1560	240-260,040-060	no	20.7485
u_core/core_i/if_stage_i/aligner_i/pc_q_reg[14]	SE	259.7040	24.3912	240-260,020-040	no	11	Diff net spacing	M2 (13)	259.5660	45.1560	240-260,040-060	no	20.7653
u_core/core_i/if_stage_i/instr_valid_id_o_reg	RSTB	199.6640	71.6800	180-200,060-080	no	29	Diff net spacing	M1 (11)	193.4320	77.9755	180-200,060-080	no	8.8584
u_core/core_i/if_stage_i/instr_valid_id_o_reg	RSTB	199.6640	71.6845	180-200,060-080	no	29	Diff net spacing	M1 (11)	193.4320	77.9755	180-200,060-080	no	8.8552
u_core/core_i/if_stage_i/instr_valid_id_o_reg	RSTB	199.6640	71.6822	180-200,060-080	no	29	Diff net spacing	M1 (11)	193.4320	77.9755	180-200,060-080	no	8.8568
u_core/core_i/if_stage_i/pc_id_o_reg[14]	SE	260.3120	37.7505	260-280,020-040	no	11	Diff net spacing	M2 (13)	259.5660	45.1560	240-260,040-060	no	7.4430
u_core/core_i/if_stage_i/pc_id_o_reg[14]	SE	260.3120	37.7840	260-280,020-040	no	11	Diff net spacing	M2 (13)	259.5660	45.1560	240-260,040-060	no	7.4096
u_core/core_i/if_stage_i/pc_id_o_reg[14]	SE	260.3120	37.7672	260-280,020-040	no	11	Diff net spacing	M2 (13)	259.5660	45.1560	240-260,040-060	no	7.4264
u_core/core_i/if_stage_i/pc_id_o_reg[15]	RSTB	259.7040	45.2275	240-260,040-060	no	11	Diff net spacing	M2 (13)	259.5660	45.1560	240-260,040-060	no	0.1554
u_core/core_i/if_stage_i/pc_id_o_reg[15]	RSTB	259.7040	45.2320	240-260,040-060	no	11	Diff net spacing	M2 (13)	259.5660	45.1560	240-260,040-060	no	0.1575
u_core/core_i/if_stage_i/pc_id_o_reg[15]	RSTB	259.7040	45.2297	240-260,040-060	no	11	Diff net spacing	M2 (13)	259.5660	45.1560	240-260,040-060	no	0.1564
u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[2]	SE	300.2880	218.3265	300-320,200-220	no	237	Off-grid	M2 (13)	294.7890	229.6080	280-300,220-240	no	12.5503
